A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
2144,0,2,0,2,1,1,2,0,0,2,0,0,1,0,0
2145,0,0,0,0,2,1,0,0,0,0,1,2,2,0,0
2146,2,0,0,0,0,1,0,1,1,0,0,0,0,2,0
2147,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2148,0,0,0,2,0,2,0,2,0,0,0,0,2,2,0
2149,1,0,2,0,0,0,1,0,0,0,0,0,1,2,0
2150,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
2151,0,1,0,0,0,1,0,2,0,0,0,0,1,2,0
2152,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0
2153,0,1,0,2,0,0,2,0,1,2,0,2,0,0,1
2154,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2
2155,0,1,0,0,0,1,2,2,0,0,0,0,0,2,1
2156,0,0,0,2,0,0,2,2,0,1,0,0,0,2,0
2157,0,1,1,0,0,1,0,1,1,0,0,0,2,0,0
2158,0,2,0,0,0,2,1,0,0,0,0,1,0,2,0
2159,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0
2160,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2161,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1
2162,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0
2163,0,0,0,0,0,0,1,1,0,2,0,0,0,2,1
2164,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0
2165,2,1,0,2,0,0,0,0,1,0,0,2,0,0,0
2166,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2167,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0
2168,0,0,0,0,1,0,2,1,0,1,0,1,1,2,0
2169,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0
2170,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2171,0,2,0,2,0,1,0,2,0,0,1,2,1,2,0
2172,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2173,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2174,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0
2175,0,0,1,1,0,0,1,0,1,0,0,2,0,0,1
2176,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0
2177,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0
2178,0,1,1,0,2,1,0,0,0,2,0,0,0,2,0
2179,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
2180,0,0,0,2,0,1,0,2,0,0,0,2,1,2,0
2181,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2182,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0
2183,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2184,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2185,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2186,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2187,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0
2188,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0
2189,2,2,0,0,1,0,0,0,1,2,0,2,0,0,0
2190,0,1,0,0,1,1,0,0,0,2,0,0,1,2,0
2191,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0
2192,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0
2193,0,1,0,1,0,1,0,0,0,0,0,0,1,2,2
2194,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2
2195,0,0,0,2,0,1,0,1,0,0,0,2,1,2,0
2196,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0
2197,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2198,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1
2199,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0
2200,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2201,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1
2202,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1
2203,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
2204,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2205,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
2206,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0
2207,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
2208,2,0,1,0,2,2,0,1,0,1,0,0,0,0,1
2209,0,0,0,0,0,0,1,1,0,2,0,1,1,2,0
2210,0,0,1,0,1,1,0,0,1,0,0,0,0,2,2
2211,0,1,0,0,0,0,2,1,0,0,2,0,1,0,1
2212,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2213,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0
2214,0,1,0,0,2,0,0,0,0,2,0,2,1,0,0
2215,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0
2216,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
2217,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0
2218,0,0,0,2,1,0,0,2,0,0,0,2,0,2,0
2219,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1
2220,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
2221,0,2,0,2,1,0,0,0,2,0,0,2,0,0,1
2222,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1
2224,0,0,0,0,0,2,2,2,0,2,0,1,0,0,0
2225,0,0,0,0,0,0,1,2,0,0,0,2,1,0,1
2226,0,0,1,0,0,0,1,0,0,0,2,0,2,2,0
2227,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0
2228,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0
2229,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1
2230,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
2231,0,0,0,0,0,0,0,1,2,0,0,1,1,2,1
2232,0,0,1,0,0,1,0,0,0,0,0,1,2,2,0
2233,0,1,2,2,1,1,0,2,0,2,0,0,0,2,0
2234,0,1,1,0,2,1,0,0,0,2,0,0,1,2,2
2235,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1
2236,0,0,0,0,0,0,1,1,0,2,0,0,1,2,0
2237,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2238,0,1,0,0,1,1,0,0,2,2,0,0,0,2,1
2239,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0
2240,2,0,1,0,1,0,0,0,0,1,0,2,0,1,1
2241,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0
2242,0,0,0,0,0,0,1,1,0,2,0,0,0,2,1
2243,0,1,1,0,0,1,1,0,0,0,0,0,1,2,0
2244,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1
2245,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2247,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
2248,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
2249,0,0,1,2,0,0,1,2,0,0,0,0,0,2,0
2250,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0
2251,0,0,1,0,1,1,0,2,1,0,0,1,0,2,0
2252,0,0,0,0,1,0,0,1,1,0,2,0,0,2,0
2253,0,2,0,2,0,0,2,0,0,2,0,0,1,2,1
2254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2255,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1
2256,2,2,0,0,0,0,0,0,0,0,1,2,0,1,0
2257,0,0,1,0,1,0,0,0,0,2,0,2,1,0,0
2258,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
2259,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0
2260,1,1,0,0,2,1,0,1,1,0,0,2,0,0,0
2261,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2262,0,0,0,0,0,0,1,0,0,2,0,0,2,2,0
2263,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2264,1,0,0,2,0,0,0,0,1,0,0,0,0,2,1
2265,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1
2266,2,0,2,0,0,0,1,0,0,0,0,1,2,2,0
2267,0,1,1,2,0,1,0,2,0,2,2,0,1,2,0
2268,0,0,0,0,1,0,0,1,0,0,0,2,2,0,2
2269,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1
2270,0,1,0,2,0,1,0,2,0,0,0,0,0,2,0
2271,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2
2272,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
2273,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
2274,0,2,0,0,0,0,1,1,0,2,0,1,1,0,0
2275,0,0,1,0,0,0,0,0,1,2,0,1,0,2,0
2276,0,0,2,0,0,0,1,0,0,2,0,0,0,2,0
2277,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0
2278,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2279,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1
2280,0,2,1,0,0,1,2,0,0,0,0,0,0,2,0
2281,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0
2282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2283,0,1,1,0,0,1,0,1,0,0,0,0,1,2,1
2284,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
2285,2,0,0,0,0,2,0,1,0,0,2,0,2,2,0
2286,1,0,0,0,0,2,1,1,0,0,2,0,0,1,0
2287,0,0,0,0,1,2,1,0,0,0,0,0,2,0,2
2288,0,1,1,0,1,1,0,0,1,0,0,0,1,2,0
2289,0,0,2,2,0,0,1,0,0,0,0,2,0,0,1
2290,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0
2291,0,0,0,2,0,1,0,0,0,0,2,1,0,0,1
2292,0,0,0,2,0,0,0,2,0,0,2,2,0,0,1
2293,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2294,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0
2295,0,2,0,0,0,1,2,1,2,0,0,0,1,0,2
2296,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
2297,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
2298,0,0,0,2,0,2,2,0,1,0,0,0,0,2,1
2299,2,0,0,2,0,1,0,0,0,0,0,1,0,2,0
2300,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
2301,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
2302,0,0,1,2,0,0,1,2,0,2,0,0,0,2,1
2303,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
2304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2305,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0
2306,0,1,0,0,0,1,0,0,2,0,0,0,0,2,1
2307,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2308,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0
2309,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
2310,0,2,0,0,0,1,1,1,0,2,2,0,1,0,0
2311,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0
2312,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2313,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0
2314,2,1,1,0,0,2,0,0,0,0,2,2,1,0,0
2315,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0
2316,2,2,0,2,0,1,0,0,1,2,0,2,0,2,0
2317,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1
2318,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0
2319,0,0,0,2,0,1,0,1,0,2,1,2,2,0,0
2320,1,0,1,2,0,1,0,2,0,1,0,2,0,0,0
2321,1,1,0,0,2,0,1,0,1,0,0,2,0,0,1
2322,0,1,1,0,0,2,0,0,2,0,0,2,0,1,2
2323,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1
2324,0,0,1,0,0,2,0,0,0,0,0,1,0,2,1
2325,0,0,0,2,1,0,0,1,1,0,0,2,0,2,1
2326,0,0,1,0,1,1,0,0,0,1,0,1,2,2,2
2327,2,0,0,0,0,0,0,2,1,2,0,2,0,0,0
2328,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2329,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0
2330,0,0,0,0,0,0,1,1,2,0,0,1,0,2,1
2331,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2332,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0
2333,0,0,1,0,0,0,2,0,0,1,0,1,1,2,0
2334,0,1,0,2,0,2,0,0,0,0,0,2,0,0,1
2335,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
2336,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2337,0,1,1,0,1,1,0,0,2,0,0,0,0,2,0
2338,0,0,1,2,0,1,0,0,1,1,0,2,0,2,1
2339,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1
2340,0,0,1,1,0,0,1,0,0,2,0,1,0,2,0
2341,0,2,2,2,0,1,0,0,0,2,0,0,1,2,0
2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0
2344,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2345,0,1,1,0,0,1,0,0,2,0,0,0,0,2,1
2346,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0
2347,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
2348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2349,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2350,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2351,0,0,0,0,0,0,1,1,0,1,0,0,1,2,2
2352,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
2353,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2354,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0
2355,0,1,0,0,0,1,0,2,0,0,2,0,2,2,1
2356,2,0,2,0,0,0,1,0,2,2,0,0,0,0,0
2357,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2358,0,0,1,0,0,0,1,0,0,2,0,1,0,2,1
2359,1,0,2,0,0,2,1,2,0,0,0,0,0,2,1
2360,0,0,1,1,1,1,0,0,2,0,0,2,1,2,1
2361,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1
2362,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
2363,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0
2364,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2365,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0
2366,0,0,0,2,1,0,0,2,0,2,1,2,0,0,0
2367,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2368,0,1,0,0,0,1,0,1,2,0,0,0,0,0,2
2369,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0
2370,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1
2371,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0
2372,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1
2373,0,0,0,0,0,0,2,1,0,0,0,2,1,1,1
2374,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
2375,0,1,2,0,0,1,0,1,0,0,2,0,0,2,0
2376,0,1,0,2,1,1,0,0,2,0,0,0,0,2,0
2377,0,0,1,0,1,2,0,0,2,0,0,0,0,2,1
2378,0,0,1,1,2,0,0,0,1,2,0,0,1,0,0
2379,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0
2380,2,1,0,2,0,2,0,2,0,0,0,2,1,0,0
2381,0,0,0,2,0,0,0,0,0,0,1,2,0,2,1
2382,0,0,2,2,2,0,1,0,0,0,0,0,0,2,1
2383,0,0,2,0,0,0,0,2,1,0,0,1,0,2,0
2384,0,1,0,0,0,2,0,0,2,2,0,2,0,1,1
2385,0,0,0,2,0,0,0,1,0,0,0,2,1,2,0
2386,1,1,0,0,0,1,0,2,1,0,0,0,0,2,0
2387,2,1,0,1,0,1,0,0,2,0,0,0,0,0,2
2388,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
2389,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0
2390,0,1,2,0,0,1,0,0,2,0,0,0,1,2,0
2391,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2392,0,0,0,0,0,2,1,1,0,0,0,0,2,0,2
2393,0,0,0,2,0,0,2,0,0,1,0,2,0,0,1
2394,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
2395,0,1,0,0,0,1,0,2,0,2,0,0,1,2,0
2396,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1
2397,0,1,1,0,1,2,1,1,0,2,0,2,1,0,0
2398,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0
2399,0,0,0,2,0,0,2,0,0,2,0,0,1,2,1
2400,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0
2401,0,1,2,2,0,1,0,0,0,0,0,0,1,0,0
2402,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2403,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0
2404,0,1,1,0,1,2,1,0,0,0,0,2,0,0,2
2405,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0
2406,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
2407,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
2408,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
2409,0,0,1,0,2,0,2,1,0,2,2,0,1,0,0
2410,0,0,0,0,1,1,0,2,0,1,0,2,0,0,1
2411,0,0,0,0,0,1,0,0,0,2,2,1,0,2,0
2412,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
2414,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
2415,0,0,1,2,0,1,0,0,2,0,0,2,0,2,1
2416,0,1,1,0,0,1,0,1,0,2,0,0,0,2,0
2417,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1
2418,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0
2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2420,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0
2421,0,1,0,0,0,1,0,2,0,0,0,0,0,2,1
2422,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1
2423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2424,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
2425,2,2,0,2,0,0,1,0,0,0,0,0,0,0,2
2426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2427,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2428,0,0,1,2,1,0,0,2,0,0,0,2,0,0,0
2429,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0
2430,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0
2431,0,0,0,0,1,0,0,1,1,2,0,2,0,0,0
2432,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
2433,0,0,0,0,2,1,0,2,0,0,0,1,0,2,0
2434,0,1,0,0,1,0,0,0,0,2,1,2,2,0,0
2435,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
2436,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
2437,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1
2438,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0
2439,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0
2440,2,0,0,0,1,0,0,2,0,2,0,1,0,2,0
2441,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2442,1,1,0,0,0,1,0,0,1,0,0,0,1,2,0
2443,0,0,0,0,1,2,0,0,0,2,2,0,1,0,0
2444,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
2445,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0
2446,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0
2447,0,1,1,0,1,1,0,1,0,1,0,0,0,2,1
2448,0,0,2,0,0,0,1,2,0,1,0,0,2,0,2
2449,0,0,0,1,0,1,0,0,2,2,0,1,1,2,0
2450,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0
2451,0,2,0,0,0,1,2,1,0,0,0,0,0,2,2
2452,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0
2453,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0
2454,1,2,2,0,1,2,0,0,0,0,0,1,0,2,0
2455,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0
2456,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0
2457,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2
2458,0,2,0,0,1,0,0,1,0,0,2,2,0,0,0
2459,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2461,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0
2462,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
2463,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
2464,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0
2465,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0
2466,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
2467,0,0,0,1,0,2,0,0,0,0,2,0,0,2,0
2468,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2469,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0
2470,0,2,0,2,0,0,0,2,0,2,0,2,0,0,1
2471,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
2472,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
2473,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0
2474,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2475,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1
2476,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2
2477,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0
2478,0,0,2,0,0,0,0,2,0,2,0,0,1,2,0
2479,2,1,2,0,0,1,0,0,0,0,0,0,0,2,0
2480,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0
2481,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1
2482,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0
2483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2484,0,1,0,0,0,1,0,1,0,2,0,0,1,2,0
2485,1,0,1,2,0,0,1,2,0,1,0,2,0,0,0
2486,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0
2487,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2488,0,0,1,2,0,0,0,0,1,2,2,2,0,0,1
2489,0,0,0,0,2,1,0,1,0,0,1,1,0,2,0
2490,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2491,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
2492,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1
2493,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2494,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0
2495,0,2,0,0,0,2,0,0,0,0,0,1,0,2,0
2496,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1
2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2499,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0
2500,0,0,0,1,2,0,0,0,0,2,0,0,2,2,0
2501,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2502,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2
2503,0,0,0,0,0,0,0,2,2,0,0,1,0,2,1
2504,0,1,0,2,0,0,0,0,0,2,2,2,1,0,0
2505,0,0,0,0,0,0,1,1,0,2,0,1,0,2,1
2506,0,1,0,2,0,1,0,2,0,2,0,0,0,2,1
2507,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2508,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2
2509,0,2,0,1,0,0,2,0,0,0,0,0,0,2,2
2510,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2511,2,2,0,0,0,1,2,0,2,1,0,0,0,0,1
2512,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
2513,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
2514,0,0,0,0,0,0,0,1,0,2,0,1,1,2,0
2515,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2516,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0
2517,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
2518,0,0,0,2,0,1,0,0,0,2,2,1,1,2,0
2519,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0
2520,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0
2521,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0
2522,0,2,0,2,1,0,0,0,0,2,0,2,0,2,0
2523,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0
2524,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0
2525,0,1,2,0,0,1,0,0,1,0,0,0,2,2,2
2526,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0
2527,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2528,0,0,1,0,0,2,0,0,2,0,0,0,0,2,1
2529,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0
2530,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
2531,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2532,0,0,0,2,0,1,0,0,2,0,0,2,0,0,0
2533,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0
2534,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2535,0,1,0,0,0,1,0,0,0,2,0,0,1,2,0
2536,0,0,1,0,0,2,1,1,0,0,0,1,0,2,0
2537,0,1,1,0,0,1,2,0,0,2,0,0,1,0,0
2538,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0
2539,2,1,0,2,0,0,2,0,1,2,0,0,2,0,0
2540,0,0,1,0,2,0,2,0,2,2,2,0,0,0,1
2541,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
2542,0,0,0,2,0,1,0,0,0,0,0,2,0,2,1
2543,0,0,0,0,1,0,0,0,2,0,2,0,2,0,1
2544,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1
2545,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2546,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0
2547,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
2548,0,0,1,2,0,1,0,1,0,0,0,2,0,0,1
2549,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1
2550,0,2,0,2,0,0,1,2,2,0,0,2,2,0,2
2551,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2553,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1
2554,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2555,0,1,0,2,0,0,0,0,0,2,0,2,1,0,1
2556,0,0,1,1,0,0,1,0,2,2,0,2,0,0,0
2557,0,1,0,0,0,1,0,1,1,0,0,0,2,0,0
2558,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0
2559,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0
2560,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
2561,0,0,2,1,0,1,0,0,0,0,0,1,0,2,0
2562,0,1,1,0,1,1,0,1,0,0,0,0,0,2,1
2563,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1
2564,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1
2565,0,0,2,0,2,2,0,0,0,2,0,2,1,1,0
2566,0,0,0,0,2,0,2,1,0,0,0,2,0,0,1
