A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
1461,1,0,0,0,0,2,0,2,1,2,2,0,2,1,0,0,2,2,2,0
1462,0,0,0,2,1,0,0,0,0,0,0,2,1,1,1,1,2,0,2,0
1463,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,2
1464,0,2,0,1,2,0,0,0,2,2,0,0,2,2,0,0,1,1,0,0
1465,0,0,0,2,0,1,2,0,1,0,0,0,1,0,2,0,0,0,2,0
1466,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1467,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2,2,0,2,0
1468,2,2,0,1,0,1,2,0,1,1,0,0,1,2,0,0,0,1,0,0
1469,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2
1470,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1471,2,2,2,0,0,0,0,0,2,0,2,2,2,0,0,0,1,0,2,0
1472,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1473,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0
1474,2,2,0,0,0,0,1,0,0,0,2,0,0,2,1,0,1,0,0,0
1475,1,2,0,0,0,0,0,2,2,2,1,0,2,1,2,0,0,0,1,0
1476,0,2,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,2,2,0
1477,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2
1478,0,1,0,2,1,0,2,0,2,1,2,0,0,0,2,1,1,2,0,2
1479,1,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1
1480,0,2,0,1,1,1,0,2,0,0,0,2,0,0,2,0,0,0,2,2
1481,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,2,0,1,0,2
1482,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0
1483,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,2
1484,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1485,0,2,2,0,2,2,0,0,0,0,0,2,0,0,2,1,0,2,1,2
1486,2,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,1,2,1,0
1487,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1488,0,1,0,0,2,0,1,0,0,0,2,2,0,0,2,0,0,1,0,2
1489,1,1,2,0,0,2,0,0,0,2,0,2,1,1,0,2,0,1,2,1
1490,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,1,0,0
1491,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,1,0,0,2
1492,1,2,2,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,2,2
1493,2,0,1,2,0,1,1,2,2,0,2,0,0,0,0,0,0,0,0,1
1494,0,2,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0
1495,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
1496,1,1,0,1,0,0,1,1,0,2,1,0,0,1,0,2,0,0,0,0
1497,1,0,1,2,0,0,0,0,1,0,2,2,0,2,0,1,1,1,2,0
1498,1,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0
1499,0,1,2,1,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0
1500,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0
1501,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,1,1,2
1502,0,2,0,0,2,0,2,2,1,2,0,0,1,1,0,1,2,2,0,0
1503,0,2,2,2,0,2,2,0,0,1,1,1,2,0,0,0,0,0,0,1
1504,1,2,2,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,2
1505,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1506,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,2,1,0,1,2
1507,0,1,0,0,0,0,1,1,1,1,0,0,2,2,0,0,2,0,0,0
1508,2,0,2,2,0,0,1,2,1,0,2,2,0,1,2,0,0,2,1,0
1509,0,1,1,2,1,0,0,1,1,0,0,2,0,1,1,2,0,1,1,0
1510,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,0
1511,0,0,1,0,0,2,0,0,2,0,0,0,0,1,2,0,2,0,0,2
1512,1,2,0,0,1,1,1,0,2,2,0,0,2,0,0,0,1,1,0,0
1513,2,2,0,0,0,1,1,2,2,1,2,0,0,0,0,0,0,0,0,1
1514,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,2,0,2,0
1515,0,2,2,1,0,0,2,1,0,0,0,0,0,0,2,2,1,2,0,0
1516,0,0,1,0,0,0,2,0,1,0,1,1,1,0,1,2,2,0,1,0
1517,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
1518,0,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,2,0,0,0
1519,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1,1,0,1
1520,0,0,0,1,1,1,0,1,2,0,0,0,1,2,2,0,2,0,1,2
1521,0,0,0,2,0,0,1,2,0,0,1,0,2,1,0,2,1,2,2,0
1522,1,1,0,0,0,2,2,0,0,2,0,0,0,1,1,0,1,1,0,2
1523,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0
1524,2,2,0,0,0,0,0,0,2,1,2,2,0,0,2,2,2,0,0,0
1525,0,2,0,1,0,2,0,1,2,1,0,0,0,0,0,1,0,2,0,0
1526,0,0,0,0,1,0,1,2,2,0,0,0,2,0,1,0,2,1,2,2
1527,0,2,0,0,2,1,0,2,0,0,1,0,2,2,0,2,0,1,2,0
1528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0
1529,0,0,0,1,0,2,0,0,0,2,2,0,0,1,0,0,2,0,2,0
1530,2,1,1,0,0,2,2,0,2,0,0,0,2,2,0,1,1,1,0,1
1531,1,0,0,0,1,0,0,1,2,2,0,0,0,1,2,0,1,0,2,0
1532,0,2,0,0,1,0,1,0,0,2,0,0,2,0,0,0,1,1,0,0
1533,0,0,0,0,0,2,0,0,0,1,1,0,2,0,2,0,1,2,0,2
1534,0,2,2,0,0,0,1,0,2,2,0,0,0,2,1,2,0,2,0,1
1535,2,0,0,0,0,1,1,2,2,0,0,0,1,2,1,0,2,0,2,2
1536,2,2,0,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,1,0
1537,0,0,0,0,2,2,2,1,2,0,0,0,2,2,2,0,0,2,0,2
1538,0,1,0,0,0,0,1,1,2,0,0,2,0,0,0,2,0,0,0,0
1539,0,0,0,1,0,0,0,2,1,2,0,0,0,1,0,0,2,0,0,1
1540,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,1,1,2,2,1
1541,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,0,0,2,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,0,2
1543,2,1,0,0,1,0,0,1,2,2,1,0,0,0,0,2,0,0,1,0
1544,1,0,0,0,1,0,1,2,0,2,2,1,0,0,0,0,1,2,2,0
1545,0,1,0,2,0,2,1,1,0,1,1,0,2,0,0,0,2,0,0,0
1546,0,0,0,0,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1
1547,2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,2,0
1548,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0
1549,1,2,0,0,0,0,2,0,0,1,0,2,0,2,0,0,0,2,0,0
1550,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,2,1
1551,0,0,0,1,1,2,0,0,0,0,2,0,1,2,0,1,0,0,0,0
1552,0,1,0,2,0,2,0,0,0,1,0,0,0,1,2,1,1,2,1,2
1553,2,0,1,2,0,0,1,0,2,2,2,0,2,0,1,0,0,2,0,2
1554,0,0,2,0,1,0,0,2,0,1,0,0,0,1,0,2,0,2,0,1
1555,2,0,0,2,0,0,1,2,0,0,1,2,1,2,0,0,0,2,0,0
1556,2,1,0,2,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0
1557,2,2,0,0,0,2,0,1,1,1,2,0,0,0,0,0,1,0,0,0
1558,2,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,1,0
1559,0,1,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0
1560,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,2
1561,0,1,1,1,0,0,1,2,0,0,1,1,0,1,1,0,1,1,0,0
1562,0,2,0,0,2,0,1,0,2,0,0,1,1,2,0,0,0,0,0,2
1563,2,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0
1564,2,1,2,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,2,0
1565,0,0,2,0,0,1,2,1,0,2,0,2,0,0,0,0,2,1,0,2
1566,1,0,0,1,2,0,0,1,1,2,1,0,0,0,0,2,0,0,2,2
1567,0,1,0,0,1,0,0,2,2,0,2,0,2,0,0,0,2,0,2,0
1568,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0,1
1569,0,0,0,2,1,0,0,0,2,0,1,2,0,0,1,0,1,0,2,1
1570,2,2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0
1571,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2
1572,1,1,2,0,0,0,1,1,1,0,0,0,0,2,0,1,2,0,0,0
1573,1,1,2,2,0,0,0,0,2,0,0,0,0,2,2,2,2,2,1,1
1574,2,0,2,0,0,2,2,2,2,2,2,0,0,0,0,0,1,0,2,1
1575,0,0,0,0,2,2,2,0,2,2,0,0,2,1,0,1,0,0,2,0
1576,0,0,1,0,1,1,0,2,1,1,1,1,0,1,2,0,0,2,0,2
1577,0,0,0,0,2,0,0,0,2,1,1,0,2,1,0,0,0,2,0,0
1578,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,2,0,1,0,0,2,2,1,2,0,1,1,0,0,0,0,0,2,0,2
1580,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0
1581,1,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,2,0
1582,0,1,0,0,0,0,2,1,1,0,2,0,0,0,0,2,1,0,0,1
1583,0,2,0,2,0,0,0,2,0,1,1,0,0,1,0,1,0,1,0,0
1584,2,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,2,0
1585,1,0,2,0,0,0,0,0,2,1,0,2,0,2,0,0,2,1,0,0
1586,0,1,2,0,0,2,0,0,1,0,1,0,0,2,0,2,0,0,1,1
1587,1,2,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,2,2,1
1588,0,0,0,2,1,2,1,0,0,1,0,0,2,1,1,2,0,1,0,2
1589,0,2,0,0,0,0,0,1,2,2,0,0,1,1,2,0,1,0,1,0
1590,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,2,0
1591,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
1592,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,2,0,2,1,0
1593,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0
1594,0,2,0,0,0,0,2,0,1,0,1,1,2,0,1,1,0,0,0,1
1595,2,0,0,1,0,2,0,1,1,2,0,1,0,1,2,1,2,0,1,0
1596,0,1,1,2,1,0,2,0,0,1,2,0,0,1,0,0,2,0,1,0
1597,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0
1598,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,2,0
1599,0,0,0,0,0,0,1,2,2,0,0,0,2,1,2,2,1,0,2,1
1600,0,2,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,0,2,0
1601,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,2,0
1602,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1603,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1604,1,0,0,0,0,1,2,0,1,2,0,0,1,2,0,1,0,0,2,0
1605,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0
1606,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0
1607,0,0,0,2,2,0,0,0,2,2,1,0,0,1,1,2,0,0,1,0
1608,1,2,0,0,0,0,2,0,0,0,2,0,1,0,0,0,2,2,2,1
1609,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,0,0,0,1,0
1610,2,1,0,0,2,1,2,1,1,0,0,0,2,1,0,0,1,0,1,0
1611,0,2,0,0,0,2,0,1,0,2,0,2,0,1,1,0,2,0,0,1
1612,2,0,0,0,0,2,2,0,0,0,2,1,0,0,1,1,0,0,0,0
1613,0,0,0,0,2,0,1,1,0,0,0,2,0,1,2,2,2,1,0,0
1614,0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,1,0,0,0,2
1615,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,2,0
1616,0,0,0,0,2,0,2,1,1,0,0,2,2,1,2,1,0,2,2,2
1617,1,1,0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,0,2
1618,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1619,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0
1620,2,0,0,0,0,2,1,0,0,0,0,0,2,1,2,1,2,1,2,0
1621,2,0,0,0,0,2,0,1,0,2,1,0,1,2,1,2,1,0,0,1
1622,0,0,2,1,2,0,0,1,0,2,2,2,0,0,0,0,0,0,2,2
1623,0,0,0,2,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,1
1624,1,0,0,0,1,2,0,0,2,2,0,0,0,2,0,0,1,0,0,2
1625,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0
1626,1,1,1,0,0,2,1,0,2,0,1,0,0,0,0,1,1,2,2,0
1627,0,1,0,1,1,0,0,2,0,0,0,0,2,0,0,2,1,0,1,2
1628,0,0,2,2,0,2,0,0,1,0,2,0,0,0,1,1,1,0,2,2
1629,0,1,0,1,1,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0
1630,0,0,0,0,1,1,0,0,0,2,0,1,0,1,2,1,0,2,1,2
1631,0,0,0,0,0,2,0,2,2,2,1,0,2,2,0,0,0,1,1,2
1632,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
1633,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,2,0
1634,0,1,0,0,1,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0
1635,0,1,2,1,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2
1636,1,0,2,0,0,2,1,0,0,2,0,1,0,0,0,2,1,1,0,2
1637,1,0,0,0,0,2,2,0,2,1,2,2,0,0,0,2,2,0,0,0
1638,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,2,0
1639,0,0,0,0,2,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0
1640,0,0,0,0,1,1,0,0,1,2,0,0,1,0,1,2,0,2,0,0
1641,0,0,0,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,2,1
1642,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
1643,2,2,0,0,0,1,0,0,0,2,0,0,1,1,2,2,0,0,0,0
1644,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0
1645,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,2,0,2,0
1646,1,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,2,2,0
1647,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0
1648,1,2,1,1,0,0,0,0,0,1,2,0,0,2,0,0,1,1,0,1
1649,2,2,0,0,1,2,0,2,0,0,0,0,0,1,1,0,2,1,0,0
1650,0,0,0,2,1,0,2,0,0,1,2,0,1,0,2,0,1,0,2,0
1651,2,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
1652,0,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0
1653,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
1654,2,0,0,0,0,2,0,1,1,0,0,0,0,0,2,2,1,0,0,2
1655,0,0,0,0,0,1,0,0,1,1,2,2,0,0,2,2,0,0,0,0
1656,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,0,2,0
1657,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,2,0,2,0,0
1658,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,2,0,0,1,2
1659,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
1660,0,1,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,1,1,0
1661,0,0,0,2,1,0,0,0,2,0,0,1,1,2,0,0,0,2,0,0
1662,1,0,2,0,0,0,2,0,0,0,0,1,0,1,0,2,1,0,2,0
1663,1,0,2,0,1,0,0,0,0,1,2,0,2,0,0,1,1,1,0,0
1664,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1665,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,2,0,0,0,0
1666,0,1,1,0,0,0,0,0,2,2,0,0,0,0,2,0,2,1,0,0
1667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,2
1668,1,1,0,0,2,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0
1669,0,2,1,0,1,0,1,1,0,0,0,0,2,2,0,0,2,0,0,0
1670,0,0,0,0,2,0,0,2,2,1,0,1,0,2,1,2,0,0,0,0
1671,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1672,0,1,0,0,0,1,2,0,0,1,2,0,2,1,0,0,1,2,0,2
1673,1,1,0,0,0,0,1,0,1,0,2,0,2,0,1,0,1,1,2,0
1674,0,1,0,0,0,2,1,0,0,2,0,2,2,0,1,0,0,0,1,0
1675,0,1,2,0,2,0,1,1,2,0,2,0,1,0,0,0,0,0,1,0
1676,0,0,0,0,1,0,2,2,2,0,0,2,0,0,0,2,0,1,2,1
1677,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2
1678,2,1,0,0,0,1,1,0,2,0,0,0,0,2,0,0,2,0,1,0
1679,0,0,2,0,2,0,2,1,2,0,0,0,0,0,0,0,1,2,2,0
1680,1,2,1,0,1,0,2,2,2,2,0,2,1,0,2,0,2,1,1,0
1681,1,2,0,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0
1682,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,2
1683,0,2,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0
1684,0,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,2,0
1685,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0
1686,0,0,2,2,1,0,1,0,2,2,0,0,0,0,0,0,1,0,2,1
1687,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0
1688,2,0,0,2,0,1,0,2,2,0,0,2,0,0,0,0,1,1,0,0
1689,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,0,0,2,0
1690,0,0,0,0,1,0,0,0,2,1,0,0,2,1,0,1,0,2,0,1
1691,0,1,0,1,2,0,1,0,0,2,0,0,0,2,0,0,0,0,1,0
1692,0,0,0,0,0,2,1,0,0,0,2,0,1,2,0,1,0,1,0,0
1693,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
1694,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,2
1695,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0
1696,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0
1697,2,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0
1698,0,0,0,1,1,0,0,0,0,0,1,0,2,2,1,0,1,0,2,0
1699,2,0,0,0,0,2,0,2,0,0,0,1,2,1,0,0,1,2,1,2
1700,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0
1701,0,1,0,0,0,0,0,0,1,1,0,0,2,2,2,0,2,0,1,0
1702,0,2,0,0,2,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0
1703,1,2,0,0,1,2,0,2,0,0,2,0,0,1,1,0,2,2,0,1
1704,0,1,2,0,0,0,2,0,1,1,2,0,0,1,2,0,1,1,2,0
1705,0,0,0,0,0,1,2,0,1,2,2,0,0,1,0,1,2,2,2,1
1706,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,1,0
1707,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1708,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,2,1,0,2,0
1709,0,2,0,0,0,0,0,2,2,2,0,2,1,0,0,0,0,0,0,0
1710,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0
1711,1,1,0,0,0,2,0,2,0,1,0,1,1,0,2,0,2,0,0,0
1712,1,2,0,0,0,1,2,1,0,0,2,2,0,1,2,1,1,1,0,0
1713,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1714,1,0,0,0,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
1715,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0
1716,0,2,0,2,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0
1717,0,2,0,1,0,0,0,1,0,2,0,0,2,0,0,1,1,0,0,0
1718,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0
1719,1,0,0,0,0,0,0,1,2,0,0,1,0,0,2,2,0,2,2,1
1720,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
1721,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0
1722,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0
1723,1,0,2,0,1,0,0,1,2,0,0,2,0,2,2,2,1,0,0,2
1724,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,1,0,1,2
1725,0,0,0,0,0,0,2,0,1,1,0,0,1,2,1,2,0,2,2,1
1726,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,2,1,2
1727,0,0,0,2,1,2,2,2,2,0,0,2,0,0,1,2,0,0,2,0
1728,1,0,0,0,0,2,0,2,2,1,0,0,0,0,2,0,0,0,1,0
1729,1,0,2,0,0,0,0,0,1,0,2,0,2,1,1,2,0,0,1,1
1730,1,0,1,0,0,0,2,0,1,0,0,1,1,0,1,2,0,2,1,1
1731,0,2,0,0,0,0,2,2,0,0,1,0,0,1,2,0,0,1,0,1
1732,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,0
1733,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1734,2,2,0,0,1,0,0,1,0,2,0,2,0,0,0,2,0,0,2,0
1735,1,2,1,0,0,1,2,0,2,1,1,1,0,0,0,0,0,1,1,0
1736,0,1,0,0,1,0,2,1,2,2,2,2,2,0,2,0,0,2,0,1
1737,0,0,1,0,0,2,0,1,0,1,2,0,0,1,2,0,2,0,0,1
1738,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2
1739,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0
1740,0,1,0,2,0,0,1,2,1,2,0,2,0,1,1,2,1,0,0,2
1741,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0
1742,0,0,0,0,1,0,1,1,0,0,2,0,1,1,0,1,0,0,2,2
1743,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,2,1
1744,1,1,0,0,0,2,2,0,0,2,2,2,2,2,0,0,0,0,0,0
1745,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0
1746,0,0,0,0,0,1,0,2,1,2,1,0,2,1,0,0,0,0,1,1
1747,0,0,2,0,0,0,2,1,1,1,2,0,0,1,0,2,0,1,2,0
1748,0,0,2,0,2,1,2,1,2,0,1,2,0,0,0,0,1,0,0,1
1749,1,0,0,0,2,1,0,2,2,0,0,0,0,2,0,0,0,0,1,0
1750,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0
1751,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1752,0,0,0,1,0,0,2,0,0,2,1,0,1,1,1,2,1,1,0,0
1753,0,2,2,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0
1754,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0
1755,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,0,0,2
1756,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,1,2
1757,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,1
1758,1,2,1,0,2,0,0,0,0,0,2,0,1,0,0,2,1,2,1,2
1759,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0
1760,2,2,0,0,2,0,1,0,1,1,0,0,1,0,0,0,2,0,0,2
1761,0,1,1,0,1,0,0,1,0,0,0,1,2,2,2,1,2,0,2,2
1762,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,1
1763,2,0,1,0,2,0,0,0,2,1,0,1,1,2,0,2,2,0,0,0
1764,2,0,0,1,0,0,2,1,2,2,1,0,0,1,2,0,0,0,0,1
1765,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,2,0
1766,0,0,0,2,1,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0
1767,0,2,2,0,1,1,1,0,0,2,0,0,1,2,2,1,0,1,2,0
1768,2,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
1769,1,0,0,0,0,2,0,1,2,1,1,2,2,2,1,0,0,0,0,2
1770,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1771,2,1,2,2,0,0,2,0,0,1,0,1,2,0,1,0,1,0,2,0
1772,1,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,2
1773,1,0,0,0,0,1,0,2,1,0,2,2,2,0,0,1,0,0,2,0
1774,1,0,2,0,0,0,1,0,0,1,2,0,0,0,0,2,0,2,0,0
1775,0,1,1,0,0,2,1,0,2,0,0,0,2,1,0,0,1,1,0,0
1776,0,1,2,0,0,1,0,0,1,1,0,0,0,2,2,2,2,2,2,0
1777,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,2,2,1,2,0
1778,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0
1779,1,0,0,0,0,0,1,0,1,2,0,1,0,2,0,0,0,0,1,2
1780,0,2,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,1,1
1781,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,2,0,0,1
1782,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
1783,0,0,2,1,0,0,0,1,0,2,0,0,0,2,2,0,0,2,1,0
1784,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
